block_number, block_name, block_trial_count, block_pairing_definition, study_name, task_number, task_name, trial_number, trial_name, trial_response, trial_latency, trial_error, session_id 
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,14,Attractive|,left,2687,0,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,21,Warm|,left,2998,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,25,Irritating|,right,1577,0,7314393
3,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,9,Attractive|,left,762,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,1,Kind|,left,1068,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,38,james1.jpg|,left,932,0,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,35,Kind|,left,1320,1,7314393
6,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,6,brian.jpg|,left,892,0,7314393
6,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,10,james1.jpg|,right,1763,1,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,3,james1.jpg|,left,1166,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,1,Ugly|,right,1171,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,1,Considerate|,left,1134,0,7314393
3,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,18,james2.jpg|,left,955,0,7314393
3,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,19,Evil|,right,1747,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,5,Rude|,right,1181,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,20,brian2.jpg|,right,835,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,22,james2.jpg|,left,823,0,7314393
6,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,7,Ugly|,right,839,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,2,james.jpg|,left,936,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,6,Nice|,left,1040,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,8,Evil|,right,3502,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,22,james2.jpg|,right,1409,0,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,38,brian.jpg|,left,1076,0,7314393
3,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,2,brian.jpg|,right,1980,0,7314393
3,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,6,brian1.jpg|,right,1049,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,0,brian2.jpg|,right,1652,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,9,Friendly|,left,860,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,12,james2.jpg|,left,778,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,31,Attractive|,left,2213,1,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,35,Friendly|,left,759,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,11,james.jpg|,right,1644,1,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,10,brian.jpg|,right,934,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,12,james.jpg|,left,687,0,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,19,Friendly|,left,993,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,20,james.jpg|,right,826,0,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,24,brian.jpg|,left,1452,1,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,26,brian2.jpg|,left,2076,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,34,james2.jpg|,right,945,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,28,james1.jpg|,left,1120,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,33,Irritating|,right,715,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,0,brian2.jpg|,left,1487,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,3,brian1.jpg|,left,1272,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,5,brian2.jpg|,left,602,0,7314393
6,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,2,brian1.jpg|,left,3839,0,7314393
6,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,18,james2.jpg|,right,746,0,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,1,brian1.jpg|,right,2180,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,7,james2.jpg|,left,779,0,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,4,brian.jpg|,left,822,0,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,7,Attractive|,left,878,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,17,Annoying|,right,750,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,18,Annoying|,right,1090,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,19,Nice|,left,1733,0,7314393
3,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,1,Irritating|,right,1655,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,13,Kind|,left,740,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,16,james1.jpg|,left,913,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,1,james2.jpg|,right,4443,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,17,brian1.jpg|,left,825,0,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,14,brian1.jpg|,right,818,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,7,Nasty|,right,1555,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,9,Rude|,right,756,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,13,Rude|,right,5037,1,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,23,Nice|,left,781,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,2,james1.jpg|,left,895,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,5,Ugly|,right,805,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,15,Evil|,right,945,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,4,brian.jpg|,right,717,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,11,Considerate|,left,695,0,7314393
4,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,23,Warm|,left,897,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,30,james2.jpg|,left,1016,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,4,brian.jpg|,left,653,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,6,brian1.jpg|,right,809,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,8,brian1.jpg|,right,625,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,12,brian1.jpg|,left,1769,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,25,Nasty|,right,668,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,29,Evil|,right,726,0,7314393
5,Francois|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,9,brian1.jpg|,left,692,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,10,james2.jpg|,right,765,0,7314393
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,9,Warm|,left,1611,1,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,4,Kind|,left,969,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,10,Irritating|,right,928,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,29,Nasty|,right,1169,0,7314393
3,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,17,Ugly|,right,1573,0,7314393
6,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,0,brian.jpg|,left,2819,1,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,9,james1.jpg|,left,928,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,11,james.jpg|,left,793,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,16,james2.jpg|,left,828,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,15,Nasty|,right,1516,0,7314393
3,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,5,Warm|,left,1009,0,7314393
3,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,8,brian2.jpg|,right,1215,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,3,Nasty|,right,722,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,34,brian1.jpg|,right,1837,0,7314393
1,Pierre|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,19,james2.jpg|,left,843,0,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,10,brian1.jpg|,left,1101,0,7314393
2,Unpleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,12,Ugly|,right,815,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,27,Evil|,right,1945,1,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,39,Rude|,right,1223,0,7314393
3,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,0,james.jpg|,left,3252,0,7314393
3,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,11,Warm|,left,848,0,7314393
3,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,15,Annoying|,right,1053,0,7314393
3,Pleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,7,Considerate|,left,2890,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,2,james.jpg|,right,2564,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,16,james1.jpg|,right,1333,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,18,james2.jpg|,right,731,0,7314393
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,5,Attractive|,left,1846,0,7314393
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,11,Considerate|,left,2630,1,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,8,brian1.jpg|,right,833,0,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,18,brian2.jpg|,right,734,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,12,james.jpg|,right,1059,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,16,james1.jpg|,right,1017,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,0,Friendly|,left,2800,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,17,Friendly|,left,810,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,7,Irritating|,right,709,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,10,james.jpg|,left,613,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,17,Ugly|,right,1076,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,24,brian.jpg|,right,717,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,6,james2.jpg|,right,693,0,7314393
6,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,8,brian2.jpg|,left,979,0,7314393
1,Francois|,20,"Pierre,Francois",ybalab.daniel.death1.0001,8,iat,6,brian2.jpg|,right,1004,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,5,Rude|,right,1506,1,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,14,brian.jpg|,left,1790,0,7314393
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,16,Kind|,left,1132,0,7314393
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,33,Considerate|,left,1202,0,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,36,james1.jpg|,right,3393,1,7314393
7,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,28,james1.jpg|,right,2708,0,7314393
3,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,3,Nasty|,right,2327,0,7314393
3,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,4,brian1.jpg|,right,1530,0,7314393
4,Pierre|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,14,james.jpg|,left,592,0,7314393
4,Francois|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,18,brian.jpg|,right,937,0,7314393
4,Unpleasant|,20,"Pleasant/Pierre,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,39,Irritating|,right,890,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,7,james1.jpg|,right,1014,0,7314393
5,Pierre|,20,"Francois,Pierre",ybalab.daniel.death1.0001,8,iat,8,james.jpg|,right,801,0,7314393
6,Pierre|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,16,james.jpg|,right,905,0,7314393
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,3,Evil|,right,972,0,7314393
7,Francois|,20,"Pleasant/Francois,Unpleasant/Pierre",ybalab.daniel.death1.0001,8,iat,30,brian1.jpg|,left,1003,0,7314393
1,Francois|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,9,brian1.jpg|,right,612,0,7314400
1,Francois|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,13,brian2.jpg|,right,536,0,7314400
3,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,1,Considerate|,left,1519,0,7314400
4,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,13,Kind|,left,689,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,23,Evil|,right,625,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,27,Rude|,right,686,0,7314400
7,Francois|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,34,brian1.jpg|,left,617,0,7314400
6,Francois|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,0,brian1.jpg|,left,1240,0,7314400
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,13,Nice|,left,876,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,17,Ugly|,right,612,0,7314400
5,Francois|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,9,brian1.jpg|,left,650,0,7314400
5,Francois|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,18,brian.jpg|,left,574,0,7314400
4,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,25,Friendly|,left,724,0,7314400
4,Francois|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,32,brian.jpg|,right,686,0,7314400
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,10,Kind|,left,726,0,7314400
4,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,7,Ugly|,right,685,0,7314400
4,Francois|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,16,brian2.jpg|,right,719,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,21,Evil|,right,838,0,7314400
6,Francois|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,4,brian2.jpg|,left,1102,0,7314400
7,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,0,james2.jpg|,right,853,0,7314400
7,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,10,james.jpg|,right,762,0,7314400
5,Francois|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,7,brian2.jpg|,left,612,0,7314400
5,James|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,13,james2.jpg|,right,649,0,7314400
3,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,19,Nasty|,right,686,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,24,james1.jpg|,left,685,0,7314400
4,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,33,Annoying|,right,612,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,38,james.jpg|,left,606,0,7314400
4,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,3,Considerate|,left,723,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,10,james1.jpg|,left,674,0,7314400
5,James|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,3,james.jpg|,right,575,0,7314400
5,James|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,16,james.jpg|,right,613,0,7314400
1,Francois|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,2,brian.jpg|,right,1064,0,7314400
1,James|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,8,james.jpg|,left,536,0,7314400
1,James|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,5,james1.jpg|,left,612,0,7314400
3,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,13,Irritating|,right,649,0,7314400
4,Francois|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,22,brian.jpg|,right,690,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,0,james.jpg|,left,929,0,7314400
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,33,Warm|,left,687,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,31,Ugly|,right,686,0,7314400
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,15,Considerate|,left,763,0,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,1,Irritating|,right,1710,1,7314400
7,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,13,Nasty|,right,687,0,7314400
5,Francois|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,10,brian1.jpg|,left,541,0,7314400
1,Francois|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,15,brian1.jpg|,right,530,0,7314400
3,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,9,Attractive|,left,912,0,7314400
3,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,11,Annoying|,right,990,0,7314400
3,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,15,Nice|,left,832,0,7314400
3,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,16,james.jpg|,left,647,0,7314400
4,Pleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,21,Warm|,left,762,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,26,james.jpg|,left,619,0,7314400
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,37,Considerate|,left,649,0,7314400
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,39,Kind|,left,725,0,7314400
6,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,9,Kind|,left,911,0,7314400
6,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,12,james1.jpg|,right,737,0,7314400
5,James|,20,"Francois,James",ybalab.daniel.death1.0001,8,iat,1,james1.jpg|,right,1065,0,7314400
1,James|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,14,james.jpg|,left,612,0,7314400
1,James|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,19,james2.jpg|,left,612,0,7314400
4,Unpleasant|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,31,Nasty|,right,611,0,7314400
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,13,Attractive|,left,655,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,14,james2.jpg|,left,644,0,7314400
6,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,6,james2.jpg|,right,799,0,7314400
6,Unpleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,7,Rude|,right,868,0,7314400
6,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,10,james1.jpg|,right,763,0,7314400
6,Francois|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,18,brian.jpg|,left,574,0,7314400
7,James|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,2,james.jpg|,right,682,0,7314400
1,James|,20,"James,Francois",ybalab.daniel.death1.0001,8,iat,6,james.jpg|,left,640,0,7314400
4,James|,20,"Pleasant/James,Unpleasant/Francois",ybalab.daniel.death1.0001,8,iat,20,james.jpg|,left,550,0,7314400
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,0,Warm|,left,2042,0,7314400
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,5,Considerate|,left,840,0,7314400
2,Pleasant|,20,"Pleasant,Unpleasant",ybalab.daniel.death1.0001,8,iat,19,Friendly|,left,648,0,7314400
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,29,Considerate|,left,726,0,7314400
7,Pleasant|,20,"Pleasant/Francois,Unpleasant/James",ybalab.daniel.death1.0001,8,iat,3,Attractive|,left,837,0,7314400
