task_number	 question_number	 questionnaire_name	 question_name	 question_response	 attempt	 study_name	 session_id
6	17	exp	brianfrndtrt	64927	1	ybalab.daniel.death1.0001	7316600
8	1	iat	feedback	Your data suggest a slight implicit preference for Francois compared to James	1	ybalab.daniel.death1.0001	7316600
8	2	iat	score	0.31	1	ybalab.daniel.death1.0001	7316600
8	3	iat	block3Cond	Pleasant/Francois,Unpleasant/James	1	ybalab.daniel.death1.0001	7316600
10	0	mem	brianname	1	1	ybalab.daniel.death1.0001	7316600
10	1	mem	briannamert	3362	1	ybalab.daniel.death1.0001	7316600
10	2	mem	briannametrt	3428	1	ybalab.daniel.death1.0001	7316600
10	3	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7316600
10	4	mem	jamesnationalrt	3006	1	ybalab.daniel.death1.0001	7316600
10	5	mem	jamesnationaltrt	6434	1	ybalab.daniel.death1.0001	7316600
10	6	mem	jamesname	3	1	ybalab.daniel.death1.0001	7316600
10	7	mem	jamesnamert	3360	1	ybalab.daniel.death1.0001	7316600
10	8	mem	jamesnametrt	9794	1	ybalab.daniel.death1.0001	7316600
10	9	mem	jameslive	1	1	ybalab.daniel.death1.0001	7316600
10	10	mem	jameslivert	5448	1	ybalab.daniel.death1.0001	7316600
10	11	mem	jameslivetrt	15242	1	ybalab.daniel.death1.0001	7316600
10	12	mem	brianlive	1	1	ybalab.daniel.death1.0001	7316600
10	13	mem	brianlivert	3736	1	ybalab.daniel.death1.0001	7316600
10	14	mem	brianlivetrt	18978	1	ybalab.daniel.death1.0001	7316600
10	15	mem	briannational	1	1	ybalab.daniel.death1.0001	7316600
10	16	mem	briannationalrt	2703	1	ybalab.daniel.death1.0001	7316600
10	17	mem	briannationaltrt	21681	1	ybalab.daniel.death1.0001	7316600
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7316615
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7316615
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7316615
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7316615
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7316615
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7316615
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7316615
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7316615
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7316615
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7316615
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7316615
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7316615
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7316615
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7316615
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7316641
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7316641
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7316641
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7316641
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7316641
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7316641
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7316641
3	2	behaviours	target2	Brian	1	ybalab.daniel.death1.0001	7316641
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7316641
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7316641
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7316641
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7316641
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7316641
3	8	behaviours	target2Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7316641
6	0	exp	brianlike	2	1	ybalab.daniel.death1.0001	7316641
6	1	exp	brianlikert	16111	1	ybalab.daniel.death1.0001	7316641
6	2	exp	brianliketrt	16146	1	ybalab.daniel.death1.0001	7316641
6	3	exp	jameslike	5	1	ybalab.daniel.death1.0001	7316641
6	4	exp	jameslikert	4359	1	ybalab.daniel.death1.0001	7316641
6	5	exp	jamesliketrt	20505	1	ybalab.daniel.death1.0001	7316641
6	6	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7316641
6	7	exp	jamestrstrt	5174	1	ybalab.daniel.death1.0001	7316641
6	8	exp	jamestrsttrt	25680	1	ybalab.daniel.death1.0001	7316641
6	9	exp	brianfrnd	1	1	ybalab.daniel.death1.0001	7316641
6	10	exp	brianfrndrt	6847	1	ybalab.daniel.death1.0001	7316641
6	11	exp	brianfrndtrt	32527	1	ybalab.daniel.death1.0001	7316641
6	12	exp	jamesfrnd	3	1	ybalab.daniel.death1.0001	7316641
6	13	exp	jamesfrndrt	6625	1	ybalab.daniel.death1.0001	7316641
6	14	exp	jamesfrndtrt	39152	1	ybalab.daniel.death1.0001	7316641
6	15	exp	briantrst	1	1	ybalab.daniel.death1.0001	7316641
6	16	exp	briantrstrt	5349	1	ybalab.daniel.death1.0001	7316641
6	17	exp	briantrsttrt	44501	1	ybalab.daniel.death1.0001	7316641
8	1	iat	feedback	Your data suggest little to no difference in implicit preference between Brian and Francois	1	ybalab.daniel.death1.0001	7316641
8	2	iat	score	-0.06	1	ybalab.daniel.death1.0001	7316641
8	3	iat	block3Cond	Pleasant/Francois,Unpleasant/Brian	1	ybalab.daniel.death1.0001	7316641
10	0	mem	jamesname	3	1	ybalab.daniel.death1.0001	7316641
10	1	mem	jamesnamert	3196	1	ybalab.daniel.death1.0001	7316641
10	2	mem	jamesnametrt	3244	1	ybalab.daniel.death1.0001	7316641
10	3	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7316641
10	4	mem	jamesnationalrt	5475	1	ybalab.daniel.death1.0001	7316641
10	5	mem	jamesnationaltrt	8719	1	ybalab.daniel.death1.0001	7316641
10	6	mem	jameslive	1	1	ybalab.daniel.death1.0001	7316641
10	7	mem	jameslivert	2095	1	ybalab.daniel.death1.0001	7316641
10	8	mem	jameslivetrt	10814	1	ybalab.daniel.death1.0001	7316641
10	9	mem	brianlive	2	1	ybalab.daniel.death1.0001	7316641
10	10	mem	brianlivert	1959	1	ybalab.daniel.death1.0001	7316641
10	11	mem	brianlivetrt	12773	1	ybalab.daniel.death1.0001	7316641
10	12	mem	briannational	1	1	ybalab.daniel.death1.0001	7316641
10	13	mem	briannationalrt	1550	1	ybalab.daniel.death1.0001	7316641
10	14	mem	briannationaltrt	14323	1	ybalab.daniel.death1.0001	7316641
10	15	mem	brianname	2	1	ybalab.daniel.death1.0001	7316641
10	16	mem	briannamert	3337	1	ybalab.daniel.death1.0001	7316641
10	17	mem	briannametrt	17660	1	ybalab.daniel.death1.0001	7316641
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7316643
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7316643
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7316643
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7316643
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7316643
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7316643
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7316662
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7316662
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7316662
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7316662
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7316662
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7316662
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7316783
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7316783
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7316783
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7316783
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7316783
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7316783
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7316783
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7316783
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7316783
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7316783
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7316783
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7316783
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7316783
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7316783
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7316946
2	1	realstart	target2Name	James	1	ybalab.daniel.death1.0001	7316946
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7316946
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7316946
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7316946
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7316946
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7316946
3	2	behaviours	target2	James	1	ybalab.daniel.death1.0001	7316946
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7316946
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7316946
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7316946
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7316946
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7316946
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7316946
6	1	iat	feedback	Your data suggest little to no difference in implicit preference between James and Francois	1	ybalab.daniel.death1.0001	7316946
6	2	iat	score	0.10	1	ybalab.daniel.death1.0001	7316946
6	3	iat	block3Cond	Pleasant/Francois,Unpleasant/James	1	ybalab.daniel.death1.0001	7316946
8	0	exp	brianfrnd	6	1	ybalab.daniel.death1.0001	7316946
8	1	exp	brianfrndrt	30583	1	ybalab.daniel.death1.0001	7316946
8	2	exp	brianfrndtrt	30639	1	ybalab.daniel.death1.0001	7316946
8	3	exp	jamestrst	5	1	ybalab.daniel.death1.0001	7316946
8	4	exp	jamestrstrt	6594	1	ybalab.daniel.death1.0001	7316946
8	5	exp	jamestrsttrt	37233	1	ybalab.daniel.death1.0001	7316946
8	6	exp	jamesfrnd	6	1	ybalab.daniel.death1.0001	7316946
8	7	exp	jamesfrndrt	7104	1	ybalab.daniel.death1.0001	7316946
8	8	exp	jamesfrndtrt	44337	1	ybalab.daniel.death1.0001	7316946
8	9	exp	brianlike	6	1	ybalab.daniel.death1.0001	7316946
8	10	exp	brianlikert	12348	1	ybalab.daniel.death1.0001	7316946
8	11	exp	brianliketrt	56685	1	ybalab.daniel.death1.0001	7316946
8	12	exp	jameslike	6	1	ybalab.daniel.death1.0001	7316946
8	13	exp	jameslikert	3728	1	ybalab.daniel.death1.0001	7316946
8	14	exp	jamesliketrt	60413	1	ybalab.daniel.death1.0001	7316946
8	15	exp	briantrst	3	1	ybalab.daniel.death1.0001	7316946
8	16	exp	briantrstrt	15296	1	ybalab.daniel.death1.0001	7316946
8	17	exp	briantrsttrt	75709	1	ybalab.daniel.death1.0001	7316946
10	0	mem	brianname	1	1	ybalab.daniel.death1.0001	7316946
10	1	mem	briannamert	8950	1	ybalab.daniel.death1.0001	7316946
10	2	mem	briannametrt	9018	1	ybalab.daniel.death1.0001	7316946
10	3	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7316946
10	4	mem	jamesnationalrt	3829	1	ybalab.daniel.death1.0001	7316946
10	5	mem	jamesnationaltrt	12847	1	ybalab.daniel.death1.0001	7316946
10	6	mem	jameslive	2	1	ybalab.daniel.death1.0001	7316946
10	7	mem	jameslivert	4360	1	ybalab.daniel.death1.0001	7316946
10	8	mem	jameslivetrt	17207	1	ybalab.daniel.death1.0001	7316946
10	9	mem	jamesname	3	1	ybalab.daniel.death1.0001	7316946
10	10	mem	jamesnamert	5763	1	ybalab.daniel.death1.0001	7316946
10	11	mem	jamesnametrt	22970	1	ybalab.daniel.death1.0001	7316946
10	12	mem	brianlive	1	1	ybalab.daniel.death1.0001	7316946
10	13	mem	brianlivert	3345	1	ybalab.daniel.death1.0001	7316946
10	14	mem	brianlivetrt	26315	1	ybalab.daniel.death1.0001	7316946
10	15	mem	briannational	1	1	ybalab.daniel.death1.0001	7316946
10	16	mem	briannationalrt	4891	1	ybalab.daniel.death1.0001	7316946
10	17	mem	briannationaltrt	31206	1	ybalab.daniel.death1.0001	7316946
2	0	realstart	target1Name	James	1	ybalab.daniel.death1.0001	7316955
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7316955
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7316955
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7316955
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7316955
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7316955
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7317015
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7317015
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7317015
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7317015
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7317015
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7317015
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7317015
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7317015
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7317015
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7317015
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7317015
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7317015
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7317015
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7317015
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7317079
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7317079
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7317079
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7317079
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7317079
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7317079
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7317135
2	1	realstart	target2Name	James	1	ybalab.daniel.death1.0001	7317135
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7317135
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7317135
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7317135
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7317135
2	0	realstart	target1Name	James	1	ybalab.daniel.death1.0001	7317137
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7317137
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7317137
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7317137
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7317137
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7317137
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7317137
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7317137
3	3	behaviours	target1	James	1	ybalab.daniel.death1.0001	7317137
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7317137
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7317137
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7317137
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7317137
3	8	behaviours	target2Where	 in his home (in 	1	ybalab.daniel.death1.0001	7317137
6	0	exp	jameslike	5	1	ybalab.daniel.death1.0001	7317137
6	1	exp	jameslikert	19144	1	ybalab.daniel.death1.0001	7317137
6	2	exp	jamesliketrt	19226	1	ybalab.daniel.death1.0001	7317137
6	3	exp	brianlike	4	1	ybalab.daniel.death1.0001	7317137
6	4	exp	brianlikert	3277	1	ybalab.daniel.death1.0001	7317137
6	5	exp	brianliketrt	22503	1	ybalab.daniel.death1.0001	7317137
6	6	exp	jamesfrnd	5	1	ybalab.daniel.death1.0001	7317137
6	7	exp	jamesfrndrt	6846	1	ybalab.daniel.death1.0001	7317137
6	8	exp	jamesfrndtrt	29349	1	ybalab.daniel.death1.0001	7317137
6	9	exp	jamestrst	5	1	ybalab.daniel.death1.0001	7317137
6	10	exp	jamestrstrt	5199	1	ybalab.daniel.death1.0001	7317137
6	11	exp	jamestrsttrt	34548	1	ybalab.daniel.death1.0001	7317137
6	12	exp	briantrst	5	1	ybalab.daniel.death1.0001	7317137
6	13	exp	briantrstrt	5661	1	ybalab.daniel.death1.0001	7317137
6	14	exp	briantrsttrt	40209	1	ybalab.daniel.death1.0001	7317137
6	15	exp	brianfrnd	4	1	ybalab.daniel.death1.0001	7317137
6	16	exp	brianfrndrt	2185	1	ybalab.daniel.death1.0001	7317137
6	17	exp	brianfrndtrt	42394	1	ybalab.daniel.death1.0001	7317137
8	1	iat	feedback	Your data suggest a strong implicit preference for James compared to Pierre	1	ybalab.daniel.death1.0001	7317137
8	2	iat	score	0.86	1	ybalab.daniel.death1.0001	7317137
8	3	iat	block3Cond	Pleasant/James,Unpleasant/Pierre	1	ybalab.daniel.death1.0001	7317137
10	0	mem	jamesname	1	1	ybalab.daniel.death1.0001	7317137
10	1	mem	jamesnamert	3829	1	ybalab.daniel.death1.0001	7317137
10	2	mem	jamesnametrt	3910	1	ybalab.daniel.death1.0001	7317137
10	3	mem	briannational	3	1	ybalab.daniel.death1.0001	7317137
10	4	mem	briannationalrt	2069	1	ybalab.daniel.death1.0001	7317137
10	5	mem	briannationaltrt	5979	1	ybalab.daniel.death1.0001	7317137
10	6	mem	brianname	4	1	ybalab.daniel.death1.0001	7317137
10	7	mem	briannamert	2583	1	ybalab.daniel.death1.0001	7317137
10	8	mem	briannametrt	8562	1	ybalab.daniel.death1.0001	7317137
10	9	mem	jameslive	1	1	ybalab.daniel.death1.0001	7317137
10	10	mem	jameslivert	1885	1	ybalab.daniel.death1.0001	7317137
10	11	mem	jameslivetrt	10447	1	ybalab.daniel.death1.0001	7317137
10	12	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7317137
10	13	mem	jamesnationalrt	2225	1	ybalab.daniel.death1.0001	7317137
10	14	mem	jamesnationaltrt	12672	1	ybalab.daniel.death1.0001	7317137
10	15	mem	brianlive	2	1	ybalab.daniel.death1.0001	7317137
10	16	mem	brianlivert	1678	1	ybalab.daniel.death1.0001	7317137
10	17	mem	brianlivetrt	14350	1	ybalab.daniel.death1.0001	7317137
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7317165
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7317165
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7317165
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7317165
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7317165
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7317165
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7317165
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7317165
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7317165
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7317165
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7317165
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7317165
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7317165
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7317165
6	0	exp	briantrst	5	1	ybalab.daniel.death1.0001	7317165
6	1	exp	briantrstrt	38370	1	ybalab.daniel.death1.0001	7317165
6	2	exp	briantrsttrt	38396	1	ybalab.daniel.death1.0001	7317165
6	3	exp	jameslike	5	1	ybalab.daniel.death1.0001	7317165
6	4	exp	jameslikert	8193	1	ybalab.daniel.death1.0001	7317165
6	5	exp	jamesliketrt	46589	1	ybalab.daniel.death1.0001	7317165
6	6	exp	brianlike	4	1	ybalab.daniel.death1.0001	7317165
6	7	exp	brianlikert	4479	1	ybalab.daniel.death1.0001	7317165
6	8	exp	brianliketrt	51068	1	ybalab.daniel.death1.0001	7317165
6	9	exp	brianfrnd	5	1	ybalab.daniel.death1.0001	7317165
6	10	exp	brianfrndrt	11433	1	ybalab.daniel.death1.0001	7317165
6	11	exp	brianfrndtrt	62501	1	ybalab.daniel.death1.0001	7317165
6	12	exp	jamestrst	3	1	ybalab.daniel.death1.0001	7317165
6	13	exp	jamestrstrt	8183	1	ybalab.daniel.death1.0001	7317165
6	14	exp	jamestrsttrt	70684	1	ybalab.daniel.death1.0001	7317165
6	15	exp	jamesfrnd	5	1	ybalab.daniel.death1.0001	7317165
6	16	exp	jamesfrndrt	10271	1	ybalab.daniel.death1.0001	7317165
6	17	exp	jamesfrndtrt	80955	1	ybalab.daniel.death1.0001	7317165
8	1	iat	feedback	Your data suggest a strong implicit preference for Pierre compared to Francois	1	ybalab.daniel.death1.0001	7317165
8	2	iat	score	-0.73	1	ybalab.daniel.death1.0001	7317165
8	3	iat	block3Cond	Pleasant/Pierre,Unpleasant/Francois	1	ybalab.daniel.death1.0001	7317165
10	0	mem	jameslive	1	1	ybalab.daniel.death1.0001	7317165
10	1	mem	jameslivert	8540	1	ybalab.daniel.death1.0001	7317165
10	2	mem	jameslivetrt	8562	1	ybalab.daniel.death1.0001	7317165
10	3	mem	jamesname	3	1	ybalab.daniel.death1.0001	7317165
10	4	mem	jamesnamert	6176	1	ybalab.daniel.death1.0001	7317165
10	5	mem	jamesnametrt	14738	1	ybalab.daniel.death1.0001	7317165
10	6	mem	brianlive	1	1	ybalab.daniel.death1.0001	7317165
10	7	mem	brianlivert	3272	1	ybalab.daniel.death1.0001	7317165
10	8	mem	brianlivetrt	18010	1	ybalab.daniel.death1.0001	7317165
10	9	mem	briannational	3	1	ybalab.daniel.death1.0001	7317165
10	10	mem	briannationalrt	2897	1	ybalab.daniel.death1.0001	7317165
10	11	mem	briannationaltrt	20907	1	ybalab.daniel.death1.0001	7317165
10	12	mem	brianname	4	1	ybalab.daniel.death1.0001	7317165
10	13	mem	briannamert	4327	1	ybalab.daniel.death1.0001	7317165
10	14	mem	briannametrt	25234	1	ybalab.daniel.death1.0001	7317165
10	15	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7317165
10	16	mem	jamesnationalrt	4178	1	ybalab.daniel.death1.0001	7317165
10	17	mem	jamesnationaltrt	29412	1	ybalab.daniel.death1.0001	7317165
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7317210
2	1	realstart	target2Name	James	1	ybalab.daniel.death1.0001	7317210
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7317210
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7317210
